ISIN;Date;PricePerShare
ISIN58;2016-11-09;6.05
ISIN58;2016-11-10;6.5
ISIN58;2016-11-11;6.19
ISIN58;2016-11-14;6.1
ISIN58;2016-11-15;6.18
ISIN58;2016-11-16;6.19
ISIN58;2016-11-17;6.26
ISIN58;2016-11-18;6.27
ISIN58;2016-11-21;6.25
ISIN58;2016-11-22;6.37
ISIN58;2016-11-23;6.47
ISIN58;2016-11-24;6.51
ISIN58;2016-11-25;6.57
ISIN58;2016-11-28;6.5
ISIN58;2016-11-29;6.06
ISIN58;2016-11-30;6.11
ISIN58;2016-12-01;6.49
ISIN58;2016-12-02;6.36
ISIN58;2016-12-05;6.22
ISIN58;2016-12-06;6.12
ISIN58;2016-12-07;6.1
ISIN58;2016-12-08;6.1
ISIN58;2016-12-09;6.14
ISIN58;2016-12-12;6.14
ISIN58;2016-12-13;6.03
ISIN58;2016-12-14;6.06
ISIN58;2016-12-15;5.96
ISIN58;2016-12-16;6.08
ISIN58;2016-12-19;5.99
ISIN58;2016-12-20;5.86
ISIN58;2016-12-21;5.8
ISIN58;2016-12-22;5.78
ISIN58;2016-12-23;5.75
ISIN58;2016-12-28;5.98
ISIN58;2016-12-29;5.93
ISIN58;2016-12-30;6.04
ISIN58;2017-01-03;6.03
ISIN58;2017-01-04;6.03
ISIN58;2017-01-05;6.08
ISIN58;2017-01-06;6.07
ISIN58;2017-01-09;6.13
ISIN58;2017-01-10;5.96
ISIN58;2017-01-11;6.04
ISIN58;2017-01-12;6.0
ISIN58;2017-01-13;6.02
ISIN58;2017-01-16;6.04
ISIN58;2017-01-17;5.92
ISIN58;2017-01-18;5.91
ISIN58;2017-01-19;5.9
ISIN58;2017-01-20;6.05
ISIN58;2017-01-23;6.03
ISIN58;2017-01-24;6.03
ISIN58;2017-01-25;6.19
ISIN58;2017-01-27;6.23
ISIN58;2017-01-30;6.05
ISIN58;2017-01-31;5.92
ISIN58;2017-02-01;5.89
ISIN58;2017-02-02;5.98
ISIN58;2017-02-03;6.0
ISIN58;2017-02-06;6.01
ISIN58;2017-02-07;5.96
ISIN58;2017-02-08;5.94
ISIN58;2017-02-09;6.02
ISIN58;2017-02-10;6.08
ISIN58;2017-02-13;6.14
ISIN58;2017-02-14;6.07
ISIN58;2017-02-15;6.1
ISIN58;2017-02-16;6.22
ISIN58;2017-02-17;6.04
ISIN58;2017-02-20;5.99
ISIN58;2017-02-21;6.06
ISIN58;2017-02-22;6.12
ISIN58;2017-02-23;6.05
ISIN58;2017-02-24;5.91
ISIN58;2017-02-27;5.97
ISIN58;2017-02-28;6.04
ISIN58;2017-03-01;5.98
ISIN58;2017-03-02;6.08
ISIN58;2017-03-03;5.94
ISIN58;2017-03-06;5.92
ISIN58;2017-03-07;5.99
ISIN58;2017-03-08;6.06
ISIN58;2017-03-09;5.83
ISIN58;2017-03-10;5.94
ISIN58;2017-03-13;5.92
ISIN58;2017-03-14;5.9
ISIN58;2017-03-15;5.88
ISIN58;2017-03-16;5.97
ISIN58;2017-03-17;6.1
ISIN58;2017-03-20;6.09
ISIN58;2017-03-21;6.19
ISIN58;2017-03-22;6.13
ISIN58;2017-03-23;6.2
ISIN58;2017-03-24;6.14
ISIN58;2017-03-27;6.16
ISIN58;2017-03-28;6.27
ISIN58;2017-03-29;6.36
ISIN58;2017-03-30;6.27
ISIN58;2017-03-31;6.14
ISIN58;2017-04-03;6.09
ISIN58;2017-04-04;6.1
ISIN58;2017-04-05;6.22
ISIN58;2017-04-06;6.16
ISIN58;2017-04-07;6.18
ISIN58;2017-04-10;6.19
ISIN58;2017-04-11;6.21
ISIN58;2017-04-12;6.25
ISIN58;2017-04-13;6.21
ISIN58;2017-04-18;6.18
ISIN58;2017-04-19;6.3
ISIN58;2017-04-20;6.21
ISIN58;2017-04-21;6.25
ISIN58;2017-04-24;6.24
ISIN58;2017-04-26;6.27
ISIN58;2017-04-27;6.28
ISIN58;2017-04-28;6.25
ISIN58;2017-05-01;6.38
ISIN58;2017-05-02;6.4
ISIN58;2017-05-03;6.36
ISIN58;2017-05-04;6.26
ISIN58;2017-05-05;6.15
ISIN58;2017-05-08;6.28
ISIN58;2017-05-09;6.13
ISIN58;2017-05-10;6.27
ISIN58;2017-05-11;6.39
ISIN58;2017-05-12;6.34
ISIN58;2017-05-15;6.33
ISIN58;2017-05-16;6.31
ISIN58;2017-05-17;6.23
ISIN58;2017-05-18;6.04
ISIN58;2017-05-19;5.81
ISIN58;2017-05-22;5.99
ISIN58;2017-05-23;5.85
ISIN58;2017-05-24;6.6
ISIN58;2017-05-25;6.66
ISIN58;2017-05-26;6.6
ISIN58;2017-05-29;6.88
ISIN58;2017-05-30;6.85
ISIN58;2017-05-31;6.75
ISIN58;2017-06-01;6.73
ISIN58;2017-06-02;6.65
ISIN58;2017-06-05;6.77
ISIN58;2017-06-06;6.81
ISIN58;2017-06-07;6.78
ISIN58;2017-06-08;6.88
ISIN58;2017-06-09;6.87
ISIN58;2017-06-13;6.96
ISIN58;2017-06-14;7.07
ISIN58;2017-06-15;6.94
ISIN58;2017-06-16;6.92
ISIN58;2017-06-19;6.99
ISIN58;2017-06-20;6.92
ISIN58;2017-06-21;6.86
ISIN58;2017-06-22;7.05
ISIN58;2017-06-23;7.16
ISIN58;2017-06-26;7.2
ISIN58;2017-06-27;7.82
ISIN58;2017-06-28;7.53
ISIN58;2017-06-29;7.48
ISIN58;2017-06-30;7.45
ISIN58;2017-07-03;7.55
ISIN58;2017-07-04;7.59
ISIN58;2017-07-05;7.62
ISIN58;2017-07-06;7.71
ISIN58;2017-07-07;7.64
ISIN58;2017-07-10;7.65
ISIN58;2017-07-11;7.65
ISIN58;2017-07-12;7.58
ISIN58;2017-07-13;7.74
ISIN58;2017-07-14;7.48
ISIN58;2017-07-17;7.48
ISIN58;2017-07-18;7.37
ISIN58;2017-07-19;7.31
ISIN58;2017-07-20;7.18
ISIN58;2017-07-21;7.45
ISIN58;2017-07-24;7.31
ISIN58;2017-07-25;7.39
ISIN58;2017-07-26;7.55
ISIN58;2017-07-27;7.47
ISIN58;2017-07-28;7.46
ISIN58;2017-07-31;7.42
ISIN58;2017-08-01;7.64
ISIN58;2017-08-02;7.6
ISIN58;2017-08-03;7.71
ISIN58;2017-08-04;7.8
ISIN58;2017-08-07;7.94
ISIN58;2017-08-08;7.91
ISIN58;2017-08-09;7.89
ISIN58;2017-08-10;8.02
ISIN58;2017-08-11;7.83
ISIN58;2017-08-14;7.89
ISIN58;2017-08-15;7.93
ISIN58;2017-08-16;8.03
ISIN58;2017-08-17;8.0
ISIN58;2017-08-18;7.88
ISIN58;2017-08-21;7.67
ISIN58;2017-08-22;7.88
ISIN58;2017-08-23;7.97
ISIN58;2017-08-24;8.03
ISIN58;2017-08-25;7.94
ISIN58;2017-08-28;7.86
ISIN58;2017-08-29;7.79
ISIN58;2017-08-30;7.85
ISIN58;2017-08-31;7.97
ISIN58;2017-09-01;7.96
ISIN58;2017-09-04;7.9
ISIN58;2017-09-05;7.81
ISIN58;2017-09-06;8.15
ISIN58;2017-09-07;8.41
ISIN58;2017-09-08;8.4
ISIN58;2017-09-11;8.43
ISIN58;2017-09-12;8.38
ISIN58;2017-09-13;8.41
ISIN58;2017-09-14;8.38
ISIN58;2017-09-15;8.39
ISIN58;2017-09-18;8.3
ISIN58;2017-09-19;8.31
ISIN58;2017-09-20;8.34
ISIN58;2017-09-21;8.03
ISIN58;2017-09-22;7.8
ISIN58;2017-09-25;7.83
ISIN58;2017-09-26;7.66
ISIN58;2017-09-27;7.85
ISIN58;2017-09-28;7.82
ISIN58;2017-09-29;7.82
ISIN58;2017-10-02;7.9
ISIN58;2017-10-03;7.82
ISIN58;2017-10-04;7.96
ISIN58;2017-10-05;7.95
ISIN58;2017-10-06;7.98
ISIN58;2017-10-09;8.04
ISIN58;2017-10-10;8.21
ISIN58;2017-10-11;8.24
ISIN58;2017-10-12;8.47
ISIN58;2017-10-13;8.27
ISIN58;2017-10-16;8.2
ISIN58;2017-10-17;8.39
ISIN58;2017-10-18;8.22
ISIN58;2017-10-19;8.19
ISIN58;2017-10-20;8.08
ISIN58;2017-10-23;8.0
ISIN58;2017-10-24;8.01
ISIN58;2017-10-25;7.94
ISIN58;2017-10-26;7.83
ISIN58;2017-10-27;7.87
ISIN58;2017-10-30;7.86
ISIN58;2017-10-31;7.83
ISIN58;2017-11-01;8.04
ISIN58;2017-11-02;7.95
ISIN58;2017-11-03;8.19
ISIN58;2017-11-06;8.16
ISIN58;2017-11-07;8.3
ISIN58;2017-11-08;8.25
ISIN58;2017-11-09;8.26
ISIN58;2017-11-10;8.34
ISIN58;2017-11-13;8.26
ISIN58;2017-11-14;8.28
ISIN58;2017-11-15;8.04
ISIN58;2017-11-16;8.01
ISIN58;2017-11-17;8.05
ISIN58;2017-11-20;8.15
ISIN58;2017-11-21;7.55
ISIN58;2017-11-22;7.31
ISIN58;2017-11-23;7.19
ISIN58;2017-11-24;7.26
ISIN58;2017-11-27;7.21
ISIN58;2017-11-28;7.13
ISIN58;2017-11-29;6.89
ISIN58;2017-11-30;6.76
ISIN58;2017-12-01;6.86
ISIN58;2017-12-04;6.77
ISIN58;2017-12-05;6.8
ISIN58;2017-12-06;6.67
ISIN58;2017-12-07;6.78
ISIN58;2017-12-08;7.08
ISIN58;2017-12-11;6.92
ISIN58;2017-12-12;6.78
ISIN58;2017-12-13;6.85
ISIN58;2017-12-14;6.87
ISIN58;2017-12-15;6.85
ISIN58;2017-12-18;6.83
ISIN58;2017-12-19;6.9
ISIN58;2017-12-20;7.08
ISIN58;2017-12-21;7.07
ISIN58;2017-12-22;7.15
ISIN58;2017-12-27;7.01
ISIN58;2017-12-28;6.97
ISIN58;2017-12-29;6.99
ISIN58;2018-01-02;6.99
ISIN58;2018-01-03;7.04
ISIN58;2018-01-04;7.12
ISIN58;2018-01-05;7.26
ISIN58;2018-01-08;7.23
ISIN58;2018-01-09;7.27
ISIN58;2018-01-10;7.21
ISIN58;2018-01-11;7.18
ISIN58;2018-01-12;7.29
ISIN58;2018-01-15;7.35
ISIN58;2018-01-16;7.46
ISIN58;2018-01-17;7.5
ISIN58;2018-01-18;7.36
ISIN58;2018-01-19;7.26
ISIN58;2018-01-22;7.33
ISIN58;2018-01-23;7.29
ISIN58;2018-01-24;7.18
ISIN58;2018-01-25;7.19
ISIN58;2018-01-29;7.1
ISIN58;2018-01-30;7.05
ISIN58;2018-01-31;6.97
ISIN58;2018-02-01;7.07
ISIN58;2018-02-02;7.04
ISIN58;2018-02-05;6.8
ISIN58;2018-02-06;6.57
ISIN58;2018-02-07;6.67
ISIN58;2018-02-08;6.67
ISIN58;2018-02-09;6.5
ISIN58;2018-02-12;6.46
ISIN58;2018-02-13;6.44
ISIN58;2018-02-14;6.6
ISIN58;2018-02-15;6.79
ISIN58;2018-02-16;6.84
ISIN58;2018-02-19;6.93
ISIN58;2018-02-20;6.92
ISIN58;2018-02-21;7.0
ISIN58;2018-02-22;6.95
ISIN58;2018-02-23;7.01
ISIN58;2018-02-26;7.04
ISIN58;2018-02-27;7.05
ISIN58;2018-02-28;7.2
ISIN58;2018-03-01;7.1
ISIN58;2018-03-02;7.1
ISIN58;2018-03-05;7.06
ISIN58;2018-03-06;7.16
ISIN58;2018-03-07;7.16
ISIN58;2018-03-08;7.26
ISIN58;2018-03-09;7.33
ISIN58;2018-03-12;7.52
ISIN58;2018-03-13;7.5
ISIN58;2018-03-14;7.33
ISIN58;2018-03-15;7.3
ISIN58;2018-03-16;7.5
ISIN58;2018-03-19;7.47
ISIN58;2018-03-20;7.64
ISIN58;2018-03-21;7.62
ISIN58;2018-03-22;7.64
ISIN58;2018-03-23;7.53
ISIN58;2018-03-26;7.48
ISIN58;2018-03-27;7.62
ISIN58;2018-03-28;7.46
ISIN58;2018-03-29;7.42
ISIN58;2018-04-03;7.34
ISIN58;2018-04-04;7.32
ISIN58;2018-04-05;7.26
ISIN58;2018-04-06;7.32
ISIN58;2018-04-09;7.34
ISIN58;2018-04-10;7.29
ISIN58;2018-04-11;7.24
ISIN58;2018-04-12;7.24
ISIN58;2018-04-13;7.24
ISIN58;2018-04-16;7.27
ISIN58;2018-04-17;7.32
ISIN58;2018-04-18;7.42
ISIN58;2018-04-19;7.59
ISIN58;2018-04-20;7.65
ISIN58;2018-04-23;7.62
ISIN58;2018-04-24;7.7
ISIN58;2018-04-26;7.74
ISIN58;2018-04-27;7.83
ISIN58;2018-04-30;7.8
ISIN58;2018-05-01;7.84
ISIN58;2018-05-02;7.95
ISIN58;2018-05-03;8.05
ISIN58;2018-05-04;8.02
ISIN58;2018-05-07;8.1
ISIN58;2018-05-08;8.15
ISIN58;2018-05-09;8.19
ISIN58;2018-05-10;8.18
ISIN58;2018-05-11;8.2
ISIN58;2018-05-14;8.19
ISIN58;2018-05-15;8.02
ISIN58;2018-05-16;8.01
ISIN58;2018-05-17;7.72
ISIN58;2018-05-18;7.7
ISIN58;2018-05-21;7.69
ISIN58;2018-05-22;7.69
ISIN58;2018-05-23;7.65
ISIN58;2018-05-24;7.6
ISIN58;2018-05-25;7.59
ISIN58;2018-05-28;7.56
ISIN58;2018-05-29;7.42
ISIN58;2018-05-30;7.31
ISIN58;2018-05-31;7.49
ISIN58;2018-06-01;7.6
ISIN58;2018-06-04;7.9
ISIN58;2018-06-05;7.72
ISIN58;2018-06-06;7.75
ISIN58;2018-06-07;7.81
ISIN58;2018-06-08;7.85
ISIN58;2018-06-12;7.92
ISIN58;2018-06-13;7.87
ISIN58;2018-06-14;7.77
ISIN58;2018-06-15;7.85
ISIN58;2018-06-18;7.9
ISIN58;2018-06-19;7.7
ISIN58;2018-06-20;7.66
ISIN58;2018-06-21;7.71
ISIN58;2018-06-22;7.6
ISIN58;2018-06-25;7.6
ISIN58;2018-06-26;7.54
ISIN58;2018-06-27;7.49
ISIN58;2018-06-28;7.46
ISIN58;2018-06-29;7.54
ISIN58;2018-07-02;7.49
ISIN58;2018-07-03;7.52
ISIN58;2018-07-04;7.36
ISIN58;2018-07-05;7.34
ISIN58;2018-07-06;7.46
ISIN58;2018-07-09;7.36
ISIN58;2018-07-10;7.38
ISIN58;2018-07-11;7.36
ISIN58;2018-07-12;7.48
ISIN58;2018-07-13;7.64
ISIN58;2018-07-16;7.55
ISIN58;2018-07-17;7.45
ISIN58;2018-07-18;7.36
ISIN58;2018-07-19;7.44
ISIN58;2018-07-20;7.5
ISIN58;2018-07-23;7.45
ISIN58;2018-07-24;7.47
ISIN58;2018-07-25;7.54
ISIN58;2018-07-26;7.65
ISIN58;2018-07-27;7.68
ISIN58;2018-07-30;7.65
ISIN58;2018-07-31;7.45
ISIN58;2018-08-01;8.3
ISIN58;2018-08-02;8.55
ISIN58;2018-08-03;8.62
ISIN58;2018-08-06;8.86
ISIN58;2018-08-07;8.91
ISIN58;2018-08-08;9.04
ISIN58;2018-08-09;9.27
ISIN58;2018-08-10;8.99
ISIN58;2018-08-13;8.81
ISIN58;2018-08-14;8.95
ISIN58;2018-08-15;8.97
ISIN58;2018-08-16;8.94
ISIN58;2018-08-17;8.87
ISIN58;2018-08-20;8.86
ISIN58;2018-08-21;8.73
ISIN58;2018-08-22;8.73
ISIN58;2018-08-23;8.73
ISIN58;2018-08-24;8.69
ISIN58;2018-08-27;8.77
ISIN58;2018-08-28;8.84
ISIN58;2018-08-29;8.84
ISIN58;2018-08-30;8.9
ISIN58;2018-08-31;8.87
ISIN58;2018-09-03;8.76
ISIN58;2018-09-04;8.8
ISIN58;2018-09-05;8.73
ISIN58;2018-09-06;8.55
ISIN58;2018-09-07;8.45
ISIN58;2018-09-10;8.45
ISIN58;2018-09-11;8.56
ISIN58;2018-09-12;8.54
ISIN58;2018-09-13;8.61
ISIN58;2018-09-14;8.78
ISIN58;2018-09-17;8.77
ISIN58;2018-09-18;8.82
ISIN58;2018-09-19;8.99
ISIN58;2018-09-20;8.86
ISIN58;2018-09-21;8.86
ISIN58;2018-09-24;8.84
ISIN58;2018-09-25;8.75
ISIN58;2018-09-26;8.75
ISIN58;2018-09-27;8.75
ISIN58;2018-09-28;8.94
ISIN58;2018-10-01;8.91
ISIN58;2018-10-02;8.95
ISIN58;2018-10-03;9.03
ISIN58;2018-10-04;8.95
ISIN58;2018-10-05;8.88
ISIN58;2018-10-08;8.71
ISIN58;2018-10-09;8.57
ISIN58;2018-10-10;8.56
ISIN58;2018-10-11;8.28
ISIN58;2018-10-12;8.32
ISIN58;2018-10-15;8.19
ISIN58;2018-10-16;8.29
ISIN58;2018-10-17;8.33
ISIN58;2018-10-18;8.29
ISIN58;2018-10-19;8.28
ISIN58;2018-10-22;8.21
ISIN58;2018-10-23;8.19
ISIN58;2018-10-24;8.25
ISIN58;2018-10-25;8.02
ISIN58;2018-10-26;7.95
ISIN58;2018-10-29;7.91
ISIN58;2018-10-30;8.13
ISIN58;2018-10-31;8.16
ISIN58;2018-11-01;8.17
ISIN58;2018-11-02;8.06
ISIN58;2018-11-05;8.01
ISIN58;2018-11-06;7.95
ISIN58;2018-11-07;7.97
ISIN58;2018-11-08;8.17
ISIN58;2018-11-09;8.12
ISIN58;2018-11-12;8.07
ISIN58;2018-11-13;7.84
ISIN58;2018-11-14;7.75
ISIN58;2018-11-15;7.81
ISIN58;2018-11-16;7.93
ISIN58;2018-11-19;7.95
ISIN58;2018-11-20;7.95
ISIN58;2018-11-21;7.25
ISIN58;2018-11-22;7.27
ISIN58;2018-11-23;7.26
ISIN58;2018-11-26;6.89
ISIN58;2018-11-27;7.08
ISIN58;2018-11-28;7.29
ISIN58;2018-11-29;7.35
ISIN58;2018-11-30;7.24
ISIN58;2018-12-03;7.52
ISIN58;2018-12-04;7.58
ISIN58;2018-12-05;7.62
ISIN58;2018-12-06;7.47
ISIN58;2018-12-07;7.21
ISIN58;2018-12-10;6.99
ISIN58;2018-12-11;6.96
ISIN58;2018-12-12;7.12
ISIN58;2018-12-13;7.23
ISIN58;2018-12-14;7.08
ISIN58;2018-12-17;7.18
ISIN58;2018-12-18;7.07
ISIN58;2018-12-19;7.02
ISIN58;2018-12-20;6.77
ISIN58;2018-12-21;6.63
ISIN58;2018-12-24;6.71
ISIN58;2018-12-27;6.82
ISIN58;2018-12-28;6.85
ISIN58;2018-12-31;6.78
ISIN58;2019-01-02;6.65
ISIN58;2019-01-03;6.66
ISIN58;2019-01-04;6.52
ISIN58;2019-01-07;6.85
ISIN58;2019-01-08;6.86
ISIN58;2019-01-09;6.99
ISIN58;2019-01-10;7.1
ISIN58;2019-01-11;7.01
ISIN58;2019-01-14;6.96
ISIN58;2019-01-15;7.01
ISIN58;2019-01-16;7.07
ISIN58;2019-01-17;7.09
ISIN58;2019-01-18;7.09
ISIN58;2019-01-21;7.14
ISIN58;2019-01-22;7.12
ISIN58;2019-01-23;7.12
ISIN58;2019-01-24;7.13
ISIN58;2019-01-25;7.24
ISIN58;2019-01-29;7.06
ISIN58;2019-01-30;7.07
ISIN58;2019-01-31;7.25
ISIN58;2019-02-01;7.42
ISIN58;2019-02-04;7.37
ISIN58;2019-02-05;7.43
ISIN58;2019-02-06;7.62
ISIN58;2019-02-07;7.67
ISIN58;2019-02-08;7.6
ISIN58;2019-02-11;7.62
ISIN58;2019-02-12;7.75
ISIN58;2019-02-13;7.82
ISIN58;2019-02-14;7.89
ISIN58;2019-02-15;7.82
ISIN58;2019-02-18;7.8
ISIN58;2019-02-19;7.67
ISIN58;2019-02-20;7.89
ISIN58;2019-02-21;8.04
ISIN58;2019-02-22;8.18
ISIN58;2019-02-25;8.09
ISIN58;2019-02-26;7.95
ISIN58;2019-02-27;7.94
ISIN58;2019-02-28;7.88
ISIN58;2019-03-01;7.95
ISIN58;2019-03-04;8.14
ISIN58;2019-03-05;8.02
ISIN58;2019-03-06;8.14
ISIN58;2019-03-07;8.13
ISIN58;2019-03-08;8.06
ISIN58;2019-03-11;8.0
ISIN58;2019-03-12;8.0
ISIN58;2019-03-13;7.83
ISIN58;2019-03-14;7.9
ISIN58;2019-03-15;7.81
ISIN58;2019-03-18;7.7
ISIN58;2019-03-19;7.76
ISIN58;2019-03-20;7.62
ISIN58;2019-03-21;7.67
ISIN58;2019-03-22;7.94
ISIN58;2019-03-25;7.72
ISIN58;2019-03-26;7.65
ISIN58;2019-03-27;7.66
ISIN58;2019-03-28;7.8
ISIN58;2019-03-29;7.59
ISIN58;2019-04-01;7.83
ISIN58;2019-04-02;7.98
ISIN58;2019-04-03;8.01
ISIN58;2019-04-04;7.96
ISIN58;2019-04-05;7.82
ISIN58;2019-04-08;7.92
ISIN58;2019-04-09;7.95
ISIN58;2019-04-10;7.97
ISIN58;2019-04-11;7.96
ISIN58;2019-04-12;8.05
ISIN58;2019-04-15;8.11
ISIN58;2019-04-16;8.23
ISIN58;2019-04-17;8.15
ISIN58;2019-04-18;8.09
ISIN58;2019-04-23;8.09
ISIN58;2019-04-24;8.26
ISIN58;2019-04-26;8.14
ISIN58;2019-04-29;8.15
ISIN58;2019-04-30;7.94
ISIN58;2019-05-01;8.11
ISIN58;2019-05-02;8.07
ISIN58;2019-05-03;8.09
ISIN58;2019-05-06;7.84
ISIN58;2019-05-07;7.94
ISIN58;2019-05-08;7.93
ISIN58;2019-05-09;8.05
ISIN58;2019-05-10;8.04
ISIN58;2019-05-13;8.03
ISIN58;2019-05-14;8.02
ISIN58;2019-05-15;8.07
ISIN58;2019-05-16;8.19
ISIN58;2019-05-17;8.17
ISIN58;2019-05-20;8.05
ISIN58;2019-05-21;7.54
ISIN58;2019-05-22;7.21
ISIN58;2019-05-23;7.24
ISIN58;2019-05-24;7.19
ISIN58;2019-05-27;7.18
ISIN58;2019-05-28;7.22
ISIN58;2019-05-29;7.15
ISIN58;2019-05-30;7.13
ISIN58;2019-05-31;7.1
ISIN58;2019-06-03;6.67
ISIN58;2019-06-04;6.66
ISIN58;2019-06-05;6.6
ISIN58;2019-06-06;6.59
ISIN58;2019-06-07;6.76
ISIN58;2019-06-11;6.69
ISIN58;2019-06-12;6.87
ISIN58;2019-06-13;6.84
ISIN58;2019-06-14;7.0
ISIN58;2019-06-17;7.01
ISIN58;2019-06-18;7.06
ISIN58;2019-06-19;7.17
ISIN58;2019-06-20;7.18
ISIN58;2019-06-21;7.26
ISIN58;2019-06-24;7.21
ISIN58;2019-06-25;7.14
ISIN58;2019-06-26;7.29
ISIN58;2019-06-27;7.4
ISIN58;2019-06-28;7.34
ISIN58;2019-07-01;7.59
ISIN58;2019-07-02;7.7
ISIN58;2019-07-03;7.76
ISIN58;2019-07-04;7.78
ISIN58;2019-07-05;7.88
ISIN58;2019-07-08;7.69
ISIN58;2019-07-09;7.61
ISIN58;2019-07-10;7.58
ISIN58;2019-07-11;7.51
ISIN58;2019-07-12;7.37
ISIN58;2019-07-15;7.21
ISIN58;2019-07-16;7.17
ISIN58;2019-07-17;6.95
ISIN58;2019-07-18;7.04
ISIN58;2019-07-19;7.21
ISIN58;2019-07-22;7.33
ISIN58;2019-07-23;7.36
ISIN58;2019-07-24;7.47
ISIN58;2019-07-25;7.41
ISIN58;2019-07-26;7.38
ISIN58;2019-07-29;7.4
ISIN58;2019-07-30;7.44
ISIN58;2019-07-31;7.22
ISIN58;2019-08-01;7.01
ISIN58;2019-08-02;6.98
ISIN58;2019-08-05;6.79
ISIN58;2019-08-06;6.81
ISIN58;2019-08-07;7.01
ISIN58;2019-08-08;7.15
ISIN58;2019-08-09;7.18
ISIN58;2019-08-12;7.54
ISIN58;2019-08-13;7.52
ISIN58;2019-08-14;7.66
ISIN58;2019-08-15;7.48
ISIN58;2019-08-16;7.46
ISIN58;2019-08-19;7.54
ISIN58;2019-08-20;7.73
ISIN58;2019-08-21;7.57
ISIN58;2019-08-22;7.61
ISIN58;2019-08-23;7.67
ISIN58;2019-08-26;7.53
ISIN58;2019-08-27;7.61
ISIN58;2019-08-28;7.67
ISIN58;2019-08-29;7.63
ISIN58;2019-08-30;7.67
ISIN58;2019-09-02;7.76
ISIN58;2019-09-03;7.78
ISIN58;2019-09-04;7.78
ISIN58;2019-09-05;7.92
ISIN58;2019-09-06;8.05
ISIN58;2019-09-09;8.03
ISIN58;2019-09-10;8.02
ISIN58;2019-09-11;8.19
ISIN58;2019-09-12;8.09
ISIN58;2019-09-13;8.18
ISIN58;2019-09-16;8.27
ISIN58;2019-09-17;8.14
ISIN58;2019-09-18;8.08
ISIN58;2019-09-19;8.2
ISIN58;2019-09-20;8.13
ISIN58;2019-09-23;8.12
ISIN58;2019-09-24;8.14
ISIN58;2019-09-25;8.1
ISIN58;2019-09-26;8.05
ISIN58;2019-09-27;8.14
ISIN58;2019-09-30;8.02
ISIN58;2019-10-01;8.11
ISIN58;2019-10-02;8.1
ISIN58;2019-10-03;8.15
ISIN58;2019-10-04;8.0
ISIN58;2019-10-07;8.15
ISIN58;2019-10-08;8.14
ISIN58;2019-10-09;8.06
ISIN58;2019-10-10;8.03
ISIN58;2019-10-11;8.21
ISIN58;2019-10-14;8.33
ISIN58;2019-10-15;8.06
ISIN58;2019-10-16;8.17
ISIN58;2019-10-17;8.19
ISIN58;2019-10-18;8.07
ISIN58;2019-10-21;8.11
ISIN58;2019-10-22;8.26
ISIN58;2019-10-23;8.09
ISIN58;2019-10-24;8.08
ISIN58;2019-10-25;8.09
ISIN58;2019-10-28;8.12
ISIN58;2019-10-29;8.16
ISIN58;2019-10-30;8.15
ISIN58;2019-10-31;8.07
ISIN58;2019-11-01;8.15
ISIN58;2019-11-04;8.19
ISIN58;2019-11-05;8.24
ISIN58;2019-11-06;8.2
ISIN58;2019-11-07;8.23
ISIN58;2019-11-08;8.22
ISIN58;2019-11-11;8.19
ISIN58;2019-11-12;8.21
ISIN58;2019-11-13;8.21
ISIN58;2019-11-14;8.22
ISIN58;2019-11-15;8.29
ISIN58;2019-11-18;8.18
ISIN58;2019-11-19;8.08
ISIN58;2019-11-20;9.06
ISIN58;2019-11-21;8.91
ISIN58;2019-11-22;8.72
ISIN58;2019-11-25;8.58
ISIN58;2019-11-26;8.79
ISIN58;2019-11-27;8.7
ISIN58;2019-11-28;8.94
ISIN58;2019-11-29;9.05
ISIN58;2019-12-02;9.01
ISIN58;2019-12-03;9.02
ISIN58;2019-12-04;9.0
ISIN58;2019-12-05;9.02
ISIN58;2019-12-06;9.04
ISIN58;2019-12-09;9.03
ISIN58;2019-12-10;9.1
ISIN58;2019-12-11;9.43
ISIN58;2019-12-12;8.95
ISIN58;2019-12-13;9.14
ISIN58;2019-12-16;9.32
ISIN58;2019-12-17;9.47
ISIN58;2019-12-18;9.56
ISIN58;2019-12-19;9.44
ISIN58;2019-12-20;9.4
ISIN58;2019-12-23;9.35
ISIN58;2019-12-24;9.38
ISIN58;2019-12-27;9.37
ISIN58;2019-12-30;9.35
ISIN58;2019-12-31;9.18
ISIN58;2020-01-02;9.11
ISIN58;2020-01-03;9.15
ISIN58;2020-01-06;9.19
ISIN58;2020-01-07;9.26
ISIN58;2020-01-08;9.26
ISIN58;2020-01-09;9.38
ISIN58;2020-01-10;9.44
ISIN58;2020-01-13;9.41
ISIN58;2020-01-14;9.37
ISIN58;2020-01-15;9.61
ISIN58;2020-01-16;9.48
ISIN58;2020-01-17;9.65
ISIN58;2020-01-20;9.62
ISIN58;2020-01-21;9.61
ISIN58;2020-01-22;9.81
ISIN58;2020-01-23;9.69
ISIN58;2020-01-24;9.66
ISIN58;2020-01-28;9.73
ISIN58;2020-01-29;9.66
ISIN58;2020-01-30;9.65
ISIN58;2020-01-31;9.65
ISIN58;2020-02-03;9.55
ISIN58;2020-02-04;9.54
ISIN58;2020-02-05;9.64
ISIN58;2020-02-06;9.65
ISIN58;2020-02-07;9.52
ISIN58;2020-02-10;9.51
ISIN58;2020-02-11;9.66
