ISIN;Date;PricePerShare
ISIN0;2016-01-04;17148.94
ISIN0;2016-01-05;17158.66
ISIN0;2016-01-06;16906.51
ISIN0;2016-01-07;16514.1
ISIN0;2016-01-08;16346.45
ISIN0;2016-01-11;16398.57
ISIN0;2016-01-12;16516.22
ISIN0;2016-01-13;16151.41
ISIN0;2016-01-14;16379.05
ISIN0;2016-01-15;15988.08
ISIN0;2016-01-19;16016.02
ISIN0;2016-01-20;15766.74
ISIN0;2016-01-21;15882.68
ISIN0;2016-01-22;16093.51
ISIN0;2016-01-25;15885.22
ISIN0;2016-01-26;16167.23
ISIN0;2016-01-27;15944.46
ISIN0;2016-01-28;16069.64
ISIN0;2016-01-29;16466.3
ISIN0;2016-02-01;16449.18
ISIN0;2016-02-02;16153.54
ISIN0;2016-02-03;16336.66
ISIN0;2016-02-04;16416.58
ISIN0;2016-02-05;16204.97
ISIN0;2016-02-08;16027.05
ISIN0;2016-02-09;16014.38
ISIN0;2016-02-10;15914.74
ISIN0;2016-02-11;15660.18
ISIN0;2016-02-12;15973.84
ISIN0;2016-02-16;16196.41
ISIN0;2016-02-17;16453.83
ISIN0;2016-02-18;16413.43
ISIN0;2016-02-19;16391.99
ISIN0;2016-02-22;16620.66
ISIN0;2016-02-23;16431.78
ISIN0;2016-02-24;16484.99
ISIN0;2016-02-25;16697.29
ISIN0;2016-02-26;16639.97
ISIN0;2016-02-29;16516.5
ISIN0;2016-03-01;16865.08
ISIN0;2016-03-02;16899.32
ISIN0;2016-03-03;16943.9
ISIN0;2016-03-04;17006.77
ISIN0;2016-03-07;17073.95
ISIN0;2016-03-08;16964.1
ISIN0;2016-03-09;17000.36
ISIN0;2016-03-10;16995.13
ISIN0;2016-03-11;17213.31
ISIN0;2016-03-14;17229.13
ISIN0;2016-03-15;17251.53
ISIN0;2016-03-16;17325.76
ISIN0;2016-03-17;17481.49
ISIN0;2016-03-18;17602.3
ISIN0;2016-03-21;17623.87
ISIN0;2016-03-22;17582.57
ISIN0;2016-03-23;17502.59
ISIN0;2016-03-24;17515.73
ISIN0;2016-03-28;17535.39
ISIN0;2016-03-29;17633.11
ISIN0;2016-03-30;17716.66
ISIN0;2016-03-31;17685.09
ISIN0;2016-04-01;17792.75
ISIN0;2016-04-04;17737.0
ISIN0;2016-04-05;17603.32
ISIN0;2016-04-06;17716.05
ISIN0;2016-04-07;17541.96
ISIN0;2016-04-08;17576.96
ISIN0;2016-04-11;17556.41
ISIN0;2016-04-12;17721.25
ISIN0;2016-04-13;17908.28
ISIN0;2016-04-14;17926.43
ISIN0;2016-04-15;17897.46
ISIN0;2016-04-18;18004.16
ISIN0;2016-04-19;18053.6
ISIN0;2016-04-20;18096.27
ISIN0;2016-04-21;17982.52
ISIN0;2016-04-22;18003.75
ISIN0;2016-04-25;17977.24
ISIN0;2016-04-26;17990.32
ISIN0;2016-04-27;18041.55
ISIN0;2016-04-28;17830.76
ISIN0;2016-04-29;17773.64
ISIN0;2016-05-02;17891.16
ISIN0;2016-05-03;17750.91
ISIN0;2016-05-04;17651.26
ISIN0;2016-05-05;17660.71
ISIN0;2016-05-06;17740.63
ISIN0;2016-05-09;17705.91
ISIN0;2016-05-10;17928.35
ISIN0;2016-05-11;17711.12
ISIN0;2016-05-12;17720.5
ISIN0;2016-05-13;17535.32
ISIN0;2016-05-16;17710.71
ISIN0;2016-05-17;17529.98
ISIN0;2016-05-18;17526.62
ISIN0;2016-05-19;17435.4
ISIN0;2016-05-20;17500.94
ISIN0;2016-05-23;17492.93
ISIN0;2016-05-24;17706.05
ISIN0;2016-05-25;17851.51
ISIN0;2016-05-26;17828.29
ISIN0;2016-05-27;17873.22
ISIN0;2016-05-31;17787.2
ISIN0;2016-06-01;17789.67
ISIN0;2016-06-02;17838.56
ISIN0;2016-06-03;17807.06
ISIN0;2016-06-06;17920.33
ISIN0;2016-06-07;17938.28
ISIN0;2016-06-08;18005.05
ISIN0;2016-06-09;17985.19
ISIN0;2016-06-10;17865.34
ISIN0;2016-06-13;17732.48
ISIN0;2016-06-14;17674.82
ISIN0;2016-06-15;17640.17
ISIN0;2016-06-16;17733.1
ISIN0;2016-06-17;17675.16
ISIN0;2016-06-20;17804.87
ISIN0;2016-06-21;17829.73
ISIN0;2016-06-22;17780.83
ISIN0;2016-06-23;18011.07
ISIN0;2016-06-24;17400.75
ISIN0;2016-06-27;17140.24
ISIN0;2016-06-28;17409.72
ISIN0;2016-06-29;17694.68
ISIN0;2016-06-30;17929.99
ISIN0;2016-07-01;17949.37
ISIN0;2016-07-05;17840.62
ISIN0;2016-07-06;17918.62
ISIN0;2016-07-07;17895.88
ISIN0;2016-07-08;18146.74
ISIN0;2016-07-11;18226.93
ISIN0;2016-07-12;18347.67
ISIN0;2016-07-13;18372.12
ISIN0;2016-07-14;18506.41
ISIN0;2016-07-15;18516.55
ISIN0;2016-07-18;18533.05
ISIN0;2016-07-19;18559.01
ISIN0;2016-07-20;18595.03
ISIN0;2016-07-21;18517.23
ISIN0;2016-07-22;18570.85
ISIN0;2016-07-25;18493.06
ISIN0;2016-07-26;18473.75
ISIN0;2016-07-27;18472.17
ISIN0;2016-07-28;18456.35
ISIN0;2016-07-29;18432.24
ISIN0;2016-08-01;18404.51
ISIN0;2016-08-02;18313.77
ISIN0;2016-08-03;18355.0
ISIN0;2016-08-04;18352.05
ISIN0;2016-08-05;18543.53
ISIN0;2016-08-08;18529.29
ISIN0;2016-08-09;18533.05
ISIN0;2016-08-10;18495.66
ISIN0;2016-08-11;18613.52
ISIN0;2016-08-12;18576.47
ISIN0;2016-08-15;18636.05
ISIN0;2016-08-16;18552.02
ISIN0;2016-08-17;18573.94
ISIN0;2016-08-18;18597.7
ISIN0;2016-08-19;18552.57
ISIN0;2016-08-22;18529.42
ISIN0;2016-08-23;18547.3
ISIN0;2016-08-24;18481.48
ISIN0;2016-08-25;18448.41
ISIN0;2016-08-26;18395.4
ISIN0;2016-08-29;18502.99
ISIN0;2016-08-30;18454.3
ISIN0;2016-08-31;18400.88
ISIN0;2016-09-01;18419.3
ISIN0;2016-09-02;18491.96
ISIN0;2016-09-06;18538.12
ISIN0;2016-09-07;18526.14
ISIN0;2016-09-08;18479.91
ISIN0;2016-09-09;18085.45
ISIN0;2016-09-12;18325.07
ISIN0;2016-09-13;18066.75
ISIN0;2016-09-14;18034.77
ISIN0;2016-09-15;18212.48
ISIN0;2016-09-16;18123.8
ISIN0;2016-09-19;18120.17
ISIN0;2016-09-20;18129.96
ISIN0;2016-09-21;18293.7
ISIN0;2016-09-22;18392.46
ISIN0;2016-09-23;18261.45
ISIN0;2016-09-26;18094.83
ISIN0;2016-09-27;18228.3
ISIN0;2016-09-28;18339.24
ISIN0;2016-09-29;18143.45
ISIN0;2016-09-30;18308.15
ISIN0;2016-10-03;18253.85
ISIN0;2016-10-04;18168.45
ISIN0;2016-10-05;18281.03
ISIN0;2016-10-06;18268.5
ISIN0;2016-10-07;18240.49
ISIN0;2016-10-10;18329.04
ISIN0;2016-10-11;18128.66
ISIN0;2016-10-12;18144.2
ISIN0;2016-10-13;18098.94
ISIN0;2016-10-14;18138.38
ISIN0;2016-10-17;18086.4
ISIN0;2016-10-18;18161.94
ISIN0;2016-10-19;18202.62
ISIN0;2016-10-20;18162.35
ISIN0;2016-10-21;18145.71
ISIN0;2016-10-24;18223.03
ISIN0;2016-10-25;18169.27
ISIN0;2016-10-26;18199.33
ISIN0;2016-10-27;18169.68
ISIN0;2016-10-28;18161.19
ISIN0;2016-10-31;18142.42
ISIN0;2016-11-01;18037.1
ISIN0;2016-11-02;17959.64
ISIN0;2016-11-03;17930.67
ISIN0;2016-11-04;17888.28
ISIN0;2016-11-07;18259.6
ISIN0;2016-11-08;18332.74
ISIN0;2016-11-09;18589.69
ISIN0;2016-11-10;18807.88
ISIN0;2016-11-11;18847.66
ISIN0;2016-11-14;18868.69
ISIN0;2016-11-15;18923.06
ISIN0;2016-11-16;18868.14
ISIN0;2016-11-17;18903.82
ISIN0;2016-11-18;18867.93
ISIN0;2016-11-21;18956.69
ISIN0;2016-11-22;19023.87
ISIN0;2016-11-23;19083.18
ISIN0;2016-11-25;19152.14
ISIN0;2016-11-28;19097.9
ISIN0;2016-11-29;19121.6
ISIN0;2016-11-30;19123.58
ISIN0;2016-12-01;19191.93
ISIN0;2016-12-02;19170.42
ISIN0;2016-12-05;19216.24
ISIN0;2016-12-06;19251.78
ISIN0;2016-12-07;19549.62
ISIN0;2016-12-08;19614.81
ISIN0;2016-12-09;19756.85
ISIN0;2016-12-12;19796.43
ISIN0;2016-12-13;19911.21
ISIN0;2016-12-14;19792.53
ISIN0;2016-12-15;19852.24
ISIN0;2016-12-16;19843.41
ISIN0;2016-12-19;19883.06
ISIN0;2016-12-20;19974.62
ISIN0;2016-12-21;19941.96
ISIN0;2016-12-22;19918.88
ISIN0;2016-12-23;19933.81
ISIN0;2016-12-27;19945.04
ISIN0;2016-12-28;19833.68
ISIN0;2016-12-29;19819.78
ISIN0;2016-12-30;19762.6
ISIN0;2017-01-03;19881.76
ISIN0;2017-01-04;19942.16
ISIN0;2017-01-05;19899.29
ISIN0;2017-01-06;19963.8
ISIN0;2017-01-09;19887.38
ISIN0;2017-01-10;19855.53
ISIN0;2017-01-11;19954.28
ISIN0;2017-01-12;19891.0
ISIN0;2017-01-13;19885.73
ISIN0;2017-01-17;19826.77
ISIN0;2017-01-18;19804.72
ISIN0;2017-01-19;19732.4
ISIN0;2017-01-20;19827.25
ISIN0;2017-01-23;19799.85
ISIN0;2017-01-24;19912.71
ISIN0;2017-01-25;20068.51
ISIN0;2017-01-26;20100.91
ISIN0;2017-01-27;20093.78
ISIN0;2017-01-30;19971.13
ISIN0;2017-01-31;19864.09
ISIN0;2017-02-01;19890.94
ISIN0;2017-02-02;19884.91
ISIN0;2017-02-03;20071.46
ISIN0;2017-02-06;20052.42
ISIN0;2017-02-07;20090.29
ISIN0;2017-02-08;20054.34
ISIN0;2017-02-09;20172.4
ISIN0;2017-02-10;20269.37
ISIN0;2017-02-13;20412.16
ISIN0;2017-02-14;20504.41
ISIN0;2017-02-15;20611.86
ISIN0;2017-02-16;20619.77
ISIN0;2017-02-17;20624.05
ISIN0;2017-02-21;20743.0
ISIN0;2017-02-22;20775.6
ISIN0;2017-02-23;20810.32
ISIN0;2017-02-24;20821.76
ISIN0;2017-02-27;20837.44
ISIN0;2017-02-28;20812.24
ISIN0;2017-03-01;21115.55
ISIN0;2017-03-02;21002.97
ISIN0;2017-03-03;21005.71
ISIN0;2017-03-06;20954.34
ISIN0;2017-03-07;20924.76
ISIN0;2017-03-08;20855.73
ISIN0;2017-03-09;20858.19
ISIN0;2017-03-10;20902.98
ISIN0;2017-03-13;20881.48
ISIN0;2017-03-14;20837.37
ISIN0;2017-03-15;20950.1
ISIN0;2017-03-16;20934.55
ISIN0;2017-03-17;20914.62
ISIN0;2017-03-20;20905.86
ISIN0;2017-03-21;20668.01
ISIN0;2017-03-22;20661.3
ISIN0;2017-03-23;20656.58
ISIN0;2017-03-24;20596.72
ISIN0;2017-03-27;20550.98
ISIN0;2017-03-28;20701.5
ISIN0;2017-03-29;20659.32
ISIN0;2017-03-30;20728.49
ISIN0;2017-03-31;20663.22
ISIN0;2017-04-03;20650.21
ISIN0;2017-04-04;20689.24
ISIN0;2017-04-05;20648.15
ISIN0;2017-04-06;20662.95
ISIN0;2017-04-07;20656.1
ISIN0;2017-04-10;20658.02
ISIN0;2017-04-11;20651.3
ISIN0;2017-04-12;20591.86
ISIN0;2017-04-13;20453.25
ISIN0;2017-04-17;20636.92
ISIN0;2017-04-18;20523.28
ISIN0;2017-04-19;20404.49
ISIN0;2017-04-20;20578.71
ISIN0;2017-04-21;20547.76
ISIN0;2017-04-24;20763.89
ISIN0;2017-04-25;20996.12
ISIN0;2017-04-26;20975.09
ISIN0;2017-04-27;20981.33
ISIN0;2017-04-28;20940.51
ISIN0;2017-05-01;20913.46
ISIN0;2017-05-02;20949.89
ISIN0;2017-05-03;20957.9
ISIN0;2017-05-04;20951.47
ISIN0;2017-05-05;21006.94
ISIN0;2017-05-08;21012.28
ISIN0;2017-05-09;20975.78
ISIN0;2017-05-10;20943.11
ISIN0;2017-05-11;20919.42
ISIN0;2017-05-12;20896.61
ISIN0;2017-05-15;20981.94
ISIN0;2017-05-16;20979.75
ISIN0;2017-05-17;20606.93
ISIN0;2017-05-18;20663.02
ISIN0;2017-05-19;20804.84
ISIN0;2017-05-22;20894.83
ISIN0;2017-05-23;20937.91
ISIN0;2017-05-24;21012.42
ISIN0;2017-05-25;21082.95
ISIN0;2017-05-26;21080.28
ISIN0;2017-05-30;21029.47
ISIN0;2017-05-31;21008.65
ISIN0;2017-06-01;21144.18
ISIN0;2017-06-02;21206.29
ISIN0;2017-06-05;21184.04
ISIN0;2017-06-06;21136.23
ISIN0;2017-06-07;21173.69
ISIN0;2017-06-08;21182.53
ISIN0;2017-06-09;21271.97
ISIN0;2017-06-12;21235.67
ISIN0;2017-06-13;21328.47
ISIN0;2017-06-14;21374.56
ISIN0;2017-06-15;21359.9
ISIN0;2017-06-16;21384.28
ISIN0;2017-06-19;21528.99
ISIN0;2017-06-20;21467.14
ISIN0;2017-06-21;21410.03
ISIN0;2017-06-22;21397.29
ISIN0;2017-06-23;21394.76
ISIN0;2017-06-26;21409.55
ISIN0;2017-06-27;21310.66
ISIN0;2017-06-28;21454.61
ISIN0;2017-06-29;21287.03
ISIN0;2017-06-30;21349.63
ISIN0;2017-07-03;21479.27
ISIN0;2017-07-05;21478.17
ISIN0;2017-07-06;21320.04
ISIN0;2017-07-07;21414.34
ISIN0;2017-07-10;21408.52
ISIN0;2017-07-11;21409.07
ISIN0;2017-07-12;21532.14
ISIN0;2017-07-13;21553.09
ISIN0;2017-07-14;21637.74
ISIN0;2017-07-17;21629.72
ISIN0;2017-07-18;21574.73
ISIN0;2017-07-19;21640.75
ISIN0;2017-07-20;21611.78
ISIN0;2017-07-21;21580.07
ISIN0;2017-07-24;21513.17
ISIN0;2017-07-25;21613.43
ISIN0;2017-07-26;21711.01
ISIN0;2017-07-27;21796.55
ISIN0;2017-07-28;21830.31
ISIN0;2017-07-31;21891.12
ISIN0;2017-08-01;21963.92
ISIN0;2017-08-02;22016.24
ISIN0;2017-08-03;22026.1
ISIN0;2017-08-04;22092.81
ISIN0;2017-08-07;22118.42
ISIN0;2017-08-08;22085.34
ISIN0;2017-08-09;22048.7
ISIN0;2017-08-10;21844.01
ISIN0;2017-08-11;21858.32
ISIN0;2017-08-14;21993.71
ISIN0;2017-08-15;21998.99
ISIN0;2017-08-16;22024.87
ISIN0;2017-08-17;21750.73
ISIN0;2017-08-18;21674.51
ISIN0;2017-08-21;21703.75
ISIN0;2017-08-22;21899.89
ISIN0;2017-08-23;21812.09
ISIN0;2017-08-24;21783.4
ISIN0;2017-08-25;21813.67
ISIN0;2017-08-28;21808.4
ISIN0;2017-08-29;21865.37
ISIN0;2017-08-30;21892.43
ISIN0;2017-08-31;21948.1
ISIN0;2017-09-01;21987.56
ISIN0;2017-09-05;21753.31
ISIN0;2017-09-06;21807.64
ISIN0;2017-09-07;21784.78
ISIN0;2017-09-08;21797.79
ISIN0;2017-09-11;22057.37
ISIN0;2017-09-12;22118.86
ISIN0;2017-09-13;22158.18
ISIN0;2017-09-14;22203.48
ISIN0;2017-09-15;22268.34
ISIN0;2017-09-18;22331.35
ISIN0;2017-09-19;22370.8
ISIN0;2017-09-20;22412.59
ISIN0;2017-09-21;22359.23
ISIN0;2017-09-22;22349.59
ISIN0;2017-09-25;22296.09
ISIN0;2017-09-26;22284.32
ISIN0;2017-09-27;22340.71
ISIN0;2017-09-28;22381.2
ISIN0;2017-09-29;22405.09
ISIN0;2017-10-02;22557.6
ISIN0;2017-10-03;22641.67
ISIN0;2017-10-04;22661.64
ISIN0;2017-10-05;22775.39
ISIN0;2017-10-06;22773.67
ISIN0;2017-10-09;22761.07
ISIN0;2017-10-10;22830.68
ISIN0;2017-10-11;22872.89
ISIN0;2017-10-12;22841.01
ISIN0;2017-10-13;22871.72
ISIN0;2017-10-16;22956.96
ISIN0;2017-10-17;22997.44
ISIN0;2017-10-18;23157.6
ISIN0;2017-10-19;23163.04
ISIN0;2017-10-20;23328.63
ISIN0;2017-10-23;23273.96
ISIN0;2017-10-24;23441.76
ISIN0;2017-10-25;23329.46
ISIN0;2017-10-26;23400.86
ISIN0;2017-10-27;23434.19
ISIN0;2017-10-30;23348.74
ISIN0;2017-10-31;23377.24
ISIN0;2017-11-01;23435.01
ISIN0;2017-11-02;23516.26
ISIN0;2017-11-03;23539.19
ISIN0;2017-11-06;23548.42
ISIN0;2017-11-07;23557.23
ISIN0;2017-11-08;23563.36
ISIN0;2017-11-09;23461.94
ISIN0;2017-11-10;23422.21
ISIN0;2017-11-13;23439.7
ISIN0;2017-11-14;23409.47
ISIN0;2017-11-15;23271.28
ISIN0;2017-11-16;23458.36
ISIN0;2017-11-17;23358.24
ISIN0;2017-11-20;23430.33
ISIN0;2017-11-21;23590.83
ISIN0;2017-11-22;23526.18
ISIN0;2017-11-24;23557.99
ISIN0;2017-11-27;23580.78
ISIN0;2017-11-28;23836.71
ISIN0;2017-11-29;23940.68
ISIN0;2017-11-30;24272.35
ISIN0;2017-12-01;24231.59
ISIN0;2017-12-04;24290.05
ISIN0;2017-12-05;24180.64
ISIN0;2017-12-06;24140.91
ISIN0;2017-12-07;24211.48
ISIN0;2017-12-08;24329.16
ISIN0;2017-12-11;24386.03
ISIN0;2017-12-12;24504.8
ISIN0;2017-12-13;24585.43
ISIN0;2017-12-14;24508.66
ISIN0;2017-12-15;24651.74
ISIN0;2017-12-18;24792.2
ISIN0;2017-12-19;24754.75
ISIN0;2017-12-20;24726.65
ISIN0;2017-12-21;24782.29
ISIN0;2017-12-22;24754.06
ISIN0;2017-12-26;24746.21
ISIN0;2017-12-27;24774.3
ISIN0;2017-12-28;24837.51
ISIN0;2017-12-29;24719.22
ISIN0;2018-01-02;24824.01
ISIN0;2018-01-03;24922.68
ISIN0;2018-01-04;25075.13
ISIN0;2018-01-05;25295.87
ISIN0;2018-01-08;25283.0
ISIN0;2018-01-09;25385.8
ISIN0;2018-01-10;25369.13
ISIN0;2018-01-11;25574.73
ISIN0;2018-01-12;25803.19
ISIN0;2018-01-16;25792.86
ISIN0;2018-01-17;26115.65
ISIN0;2018-01-18;26017.81
ISIN0;2018-01-19;26071.72
ISIN0;2018-01-22;26214.6
ISIN0;2018-01-23;26210.81
ISIN0;2018-01-24;26252.12
ISIN0;2018-01-25;26392.79
ISIN0;2018-01-26;26616.71
ISIN0;2018-01-29;26439.48
ISIN0;2018-01-30;26076.89
ISIN0;2018-01-31;26149.39
ISIN0;2018-02-01;26186.71
ISIN0;2018-02-02;25520.96
ISIN0;2018-02-05;24345.75
ISIN0;2018-02-06;24912.77
ISIN0;2018-02-07;24893.35
ISIN0;2018-02-08;23860.46
ISIN0;2018-02-09;24190.9
ISIN0;2018-02-12;24601.27
ISIN0;2018-02-13;24640.45
ISIN0;2018-02-14;24893.49
ISIN0;2018-02-15;25200.37
ISIN0;2018-02-16;25219.38
ISIN0;2018-02-20;24964.75
ISIN0;2018-02-21;24797.78
ISIN0;2018-02-22;24962.48
ISIN0;2018-02-23;25309.99
ISIN0;2018-02-26;25709.27
ISIN0;2018-02-27;25410.03
ISIN0;2018-02-28;25029.2
ISIN0;2018-03-01;24608.98
ISIN0;2018-03-02;24538.06
ISIN0;2018-03-05;24874.76
ISIN0;2018-03-06;24884.12
ISIN0;2018-03-07;24801.36
ISIN0;2018-03-08;24895.21
ISIN0;2018-03-09;25335.74
ISIN0;2018-03-12;25178.61
ISIN0;2018-03-13;25007.03
ISIN0;2018-03-14;24758.12
ISIN0;2018-03-15;24873.66
ISIN0;2018-03-16;24946.51
ISIN0;2018-03-19;24610.91
ISIN0;2018-03-20;24727.27
ISIN0;2018-03-21;24682.31
ISIN0;2018-03-22;23957.89
ISIN0;2018-03-23;23533.2
ISIN0;2018-03-26;24202.6
ISIN0;2018-03-27;23857.71
ISIN0;2018-03-28;23848.42
ISIN0;2018-03-29;24103.11
ISIN0;2018-04-02;23644.19
ISIN0;2018-04-03;24033.36
ISIN0;2018-04-04;24264.3
ISIN0;2018-04-05;24505.22
ISIN0;2018-04-06;23932.76
ISIN0;2018-04-09;23979.1
ISIN0;2018-04-10;24408.0
ISIN0;2018-04-11;24189.45
ISIN0;2018-04-12;24483.05
ISIN0;2018-04-13;24360.14
ISIN0;2018-04-16;24573.04
ISIN0;2018-04-17;24786.63
ISIN0;2018-04-18;24748.07
ISIN0;2018-04-19;24664.89
ISIN0;2018-04-20;24462.94
ISIN0;2018-04-23;24448.69
ISIN0;2018-04-24;24024.13
ISIN0;2018-04-25;24083.83
ISIN0;2018-04-26;24322.34
ISIN0;2018-04-27;24311.19
ISIN0;2018-04-30;24163.15
ISIN0;2018-05-01;24099.05
ISIN0;2018-05-02;23924.98
ISIN0;2018-05-03;23930.15
ISIN0;2018-05-04;24262.51
ISIN0;2018-05-07;24357.32
ISIN0;2018-05-08;24360.21
ISIN0;2018-05-09;24542.54
ISIN0;2018-05-10;24739.53
ISIN0;2018-05-11;24831.17
ISIN0;2018-05-14;24899.41
ISIN0;2018-05-15;24706.41
ISIN0;2018-05-16;24768.93
ISIN0;2018-05-17;24713.98
ISIN0;2018-05-18;24715.09
ISIN0;2018-05-21;25013.29
ISIN0;2018-05-22;24834.41
ISIN0;2018-05-23;24886.81
ISIN0;2018-05-24;24811.76
ISIN0;2018-05-25;24753.09
ISIN0;2018-05-29;24361.45
ISIN0;2018-05-30;24667.78
ISIN0;2018-05-31;24415.84
ISIN0;2018-06-01;24635.21
ISIN0;2018-06-04;24813.69
ISIN0;2018-06-05;24799.98
ISIN0;2018-06-06;25146.39
ISIN0;2018-06-07;25241.41
ISIN0;2018-06-08;25316.53
ISIN0;2018-06-11;25322.31
ISIN0;2018-06-12;25320.73
ISIN0;2018-06-13;25201.2
ISIN0;2018-06-14;25175.31
ISIN0;2018-06-15;25090.48
ISIN0;2018-06-18;24987.47
ISIN0;2018-06-19;24700.21
ISIN0;2018-06-20;24657.8
ISIN0;2018-06-21;24461.7
ISIN0;2018-06-22;24580.89
ISIN0;2018-06-25;24252.8
ISIN0;2018-06-26;24283.11
ISIN0;2018-06-27;24117.59
ISIN0;2018-06-28;24216.05
ISIN0;2018-06-29;24271.41
ISIN0;2018-07-02;24307.18
ISIN0;2018-07-03;24174.82
ISIN0;2018-07-05;24356.74
ISIN0;2018-07-06;24456.48
ISIN0;2018-07-09;24776.59
ISIN0;2018-07-10;24919.66
ISIN0;2018-07-11;24700.45
ISIN0;2018-07-12;24924.89
ISIN0;2018-07-13;25019.41
ISIN0;2018-07-16;25064.36
ISIN0;2018-07-17;25119.89
ISIN0;2018-07-18;25199.29
ISIN0;2018-07-19;25064.5
ISIN0;2018-07-20;25058.12
ISIN0;2018-07-23;25044.29
ISIN0;2018-07-24;25241.94
ISIN0;2018-07-25;25414.1
ISIN0;2018-07-26;25527.07
ISIN0;2018-07-27;25451.06
ISIN0;2018-07-30;25306.83
ISIN0;2018-07-31;25415.19
ISIN0;2018-08-01;25333.82
ISIN0;2018-08-02;25326.16
ISIN0;2018-08-03;25462.58
ISIN0;2018-08-06;25502.18
ISIN0;2018-08-07;25628.91
ISIN0;2018-08-08;25583.75
ISIN0;2018-08-09;25509.23
ISIN0;2018-08-10;25313.14
ISIN0;2018-08-13;25187.7
ISIN0;2018-08-14;25299.92
ISIN0;2018-08-15;25162.41
ISIN0;2018-08-16;25558.73
ISIN0;2018-08-17;25669.32
ISIN0;2018-08-20;25758.69
ISIN0;2018-08-21;25822.29
ISIN0;2018-08-22;25733.6
ISIN0;2018-08-23;25656.98
ISIN0;2018-08-24;25790.35
ISIN0;2018-08-27;26049.64
ISIN0;2018-08-28;26064.02
ISIN0;2018-08-29;26124.57
ISIN0;2018-08-30;25986.92
ISIN0;2018-08-31;25964.82
ISIN0;2018-09-04;25952.48
ISIN0;2018-09-05;25974.99
ISIN0;2018-09-06;25995.87
ISIN0;2018-09-07;25916.54
ISIN0;2018-09-10;25857.07
ISIN0;2018-09-11;25971.06
ISIN0;2018-09-12;25998.92
ISIN0;2018-09-13;26145.99
ISIN0;2018-09-14;26154.67
ISIN0;2018-09-17;26062.12
ISIN0;2018-09-18;26246.96
ISIN0;2018-09-19;26405.76
ISIN0;2018-09-20;26656.98
ISIN0;2018-09-21;26743.5
ISIN0;2018-09-24;26562.05
ISIN0;2018-09-25;26492.21
ISIN0;2018-09-26;26385.28
ISIN0;2018-09-27;26439.93
ISIN0;2018-09-28;26458.31
ISIN0;2018-10-01;26651.21
ISIN0;2018-10-02;26773.94
ISIN0;2018-10-03;26828.39
ISIN0;2018-10-04;26627.48
ISIN0;2018-10-05;26447.05
ISIN0;2018-10-08;26486.78
ISIN0;2018-10-09;26430.57
ISIN0;2018-10-10;25598.74
ISIN0;2018-10-11;25052.83
ISIN0;2018-10-12;25339.99
ISIN0;2018-10-15;25250.55
ISIN0;2018-10-16;25798.42
ISIN0;2018-10-17;25706.68
ISIN0;2018-10-18;25379.45
ISIN0;2018-10-19;25444.34
ISIN0;2018-10-22;25317.41
ISIN0;2018-10-23;25191.43
ISIN0;2018-10-24;24583.42
ISIN0;2018-10-25;24984.55
ISIN0;2018-10-26;24688.31
ISIN0;2018-10-29;24442.92
ISIN0;2018-10-30;24874.64
ISIN0;2018-10-31;25115.76
ISIN0;2018-11-01;25380.74
ISIN0;2018-11-02;25270.83
ISIN0;2018-11-05;25461.7
ISIN0;2018-11-06;25635.01
ISIN0;2018-11-07;26180.3
ISIN0;2018-11-08;26191.22
ISIN0;2018-11-09;25989.3
ISIN0;2018-11-12;25387.18
ISIN0;2018-11-13;25286.49
ISIN0;2018-11-14;25080.5
ISIN0;2018-11-15;25289.27
ISIN0;2018-11-16;25413.22
ISIN0;2018-11-19;25017.44
ISIN0;2018-11-20;24465.64
ISIN0;2018-11-21;24464.69
ISIN0;2018-11-23;24285.95
ISIN0;2018-11-26;24640.24
ISIN0;2018-11-27;24748.73
ISIN0;2018-11-28;25366.43
ISIN0;2018-11-29;25338.84
ISIN0;2018-11-30;25538.46
ISIN0;2018-12-03;25826.43
ISIN0;2018-12-04;25027.07
ISIN0;2018-12-06;24947.67
ISIN0;2018-12-07;24388.95
ISIN0;2018-12-10;24423.26
ISIN0;2018-12-11;24370.24
ISIN0;2018-12-12;24527.27
ISIN0;2018-12-13;24597.38
ISIN0;2018-12-14;24100.51
ISIN0;2018-12-17;23592.98
ISIN0;2018-12-18;23675.64
ISIN0;2018-12-19;23323.66
ISIN0;2018-12-20;22859.6
ISIN0;2018-12-21;22445.37
ISIN0;2018-12-24;21792.2
ISIN0;2018-12-26;22878.45
ISIN0;2018-12-27;23138.82
ISIN0;2018-12-28;23062.4
ISIN0;2018-12-31;23327.46
ISIN0;2019-01-02;23346.24
ISIN0;2019-01-03;22686.22
ISIN0;2019-01-04;23433.16
ISIN0;2019-01-07;23531.35
ISIN0;2019-01-08;23787.45
ISIN0;2019-01-09;23879.12
ISIN0;2019-01-10;24001.92
ISIN0;2019-01-11;23995.95
ISIN0;2019-01-14;23909.84
ISIN0;2019-01-15;24065.59
ISIN0;2019-01-16;24207.16
ISIN0;2019-01-17;24370.1
ISIN0;2019-01-18;24706.35
ISIN0;2019-01-22;24404.48
ISIN0;2019-01-23;24575.62
ISIN0;2019-01-24;24553.24
ISIN0;2019-01-25;24737.2
ISIN0;2019-01-28;24528.22
ISIN0;2019-01-29;24579.96
ISIN0;2019-01-30;25014.86
ISIN0;2019-01-31;24999.67
ISIN0;2019-02-01;25063.89
